#
#  Z   A s fl     Mexp      Err       Mth    beta20  beta40  Rch
#                [MeV]     [MeV]     [MeV]                   [fm]
#----------------------------------------------------------------------
   0   1 n  2     8.071     0.000
   6  17 C  2    21.032     0.017
   6  18 C  2    24.919     0.030
   6  19 C  2    32.414     0.098
   6  20 C  2    37.504     0.231
   6  21 C  1    45.643     0.596
   6  22 C  2    53.611     0.231
   6  23 C  1    64.171     0.997
   7  10 N  2    38.800     0.400
   7  11 N  2    24.366     0.005
   7  12 N  2    17.338     0.001
   7  13 N  2     5.345     0.000
   7  14 N  2     2.863     0.000
   7  15 N  2     0.101     0.000
   7  16 N  2     5.684     0.002
   7  17 N  2     7.870     0.015
   7  18 N  2    13.113     0.019
   7  19 N  2    15.856     0.016
   7  20 N  2    21.766     0.079
   7  21 N  2    25.232     0.134
   7  22 N  2    31.765     0.208
   7  23 N  2    36.720     0.421
   7  24 N  1    46.938     0.401
   7  25 N  1    55.983     0.503
   8  11 O  2    47.739     0.060
   8  12 O  2    32.013     0.012
   8  13 O  2    23.115     0.010
   8  14 O  2     8.008     0.000
   8  15 O  2     2.856     0.000
   8  16 O  2    -4.737     0.000    -4.397   0.000   0.000   2.784
   8  17 O  2    -0.809     0.000    -0.125   0.000   0.000   2.775
   8  18 O  2    -0.783     0.000     1.071   0.000   0.000   2.773
   8  19 O  2     3.333     0.003     5.182   0.000   0.000   2.770
   8  20 O  2     3.796     0.001     3.904   0.080   0.000   2.772
   8  21 O  2     8.062     0.012     9.139   0.160   0.010   2.780
   8  22 O  2     9.283     0.057     9.832   0.180   0.030   2.790
   8  23 O  2    14.621     0.122    14.503   0.160   0.010   2.797
   8  24 O  2    18.500     0.165    18.754  -0.070   0.010   2.786
   8  25 O  2    27.329     0.165    29.387  -0.110   0.020   2.817
   8  26 O  2    34.661     0.165    35.997  -0.100   0.020   2.839
   8  27 O  1    44.670     0.500    46.128  -0.080   0.010   2.877
   8  28 O  1    52.080     0.699    49.454  -0.030   0.000   2.899
   8  29 O  0                        62.384   0.120   0.080   2.918
   8  30 O  0                        71.219   0.150   0.100   2.960
   8  31 O  0                        81.025   0.210   0.100   2.999
   8  32 O  0                        89.172   0.220   0.120   3.038
   8  33 O  0                        98.902   0.250   0.090   3.090
   8  34 O  0                       107.661  -0.220   0.140   3.130
   9  13 F  1    42.030     0.500
   9  14 F  2    31.964     0.041
   9  15 F  2    16.567     0.014
   9  16 F  2    10.675     0.005
   9  17 F  2     1.952     0.000     2.779   0.000   0.000   2.874
   9  18 F  2     0.873     0.000     1.082   0.000   0.000   2.871
   9  19 F  2    -1.487     0.000     0.584   0.000   0.000   2.865
   9  20 F  2    -0.017     0.000    -0.843  -0.190   0.060   2.877
   9  21 F  2    -0.048     0.002    -2.161   0.220   0.070   2.877
   9  22 F  2     2.793     0.012     2.335   0.230   0.070   2.873
   9  23 F  2     3.285     0.033     1.792   0.190   0.060   2.879
   9  24 F  2     7.545     0.098     5.453   0.170   0.060   2.885
   9  25 F  2    11.334     0.096     9.419   0.140   0.030   2.888
   9  26 F  2    18.675     0.107    17.444   0.160   0.040   2.919
   9  27 F  2    25.133     0.120    23.037   0.140   0.030   2.936
   9  28 F  2    33.404     0.120    32.296   0.120   0.020   2.962
   9  29 F  2    40.150     0.525    37.673  -0.080   0.010   2.977
   9  30 F  1    48.960     0.500    47.557   0.150   0.140   2.995
   9  31 F  1    56.843     0.535    54.475   0.220   0.160   3.021
   9  32 F  0                        65.225   0.330   0.260   3.054
   9  33 F  0                        72.785   0.330   0.190   3.076
   9  34 F  0                        82.379   0.350   0.140   3.098
   9  35 F  0                        91.111   0.340   0.110   3.125
   9  36 F  0                       100.676   0.310   0.110   3.155
   9  37 F  0                       110.406  -0.320   0.190   3.175
   9  38 F  0                       121.390  -0.300   0.140   3.189
  10  15 Ne 2    40.215     0.067
  10  16 Ne 2    23.987     0.020
  10  17 Ne 2    16.500     0.000
  10  18 Ne 2     5.318     0.000     6.932   0.000   0.000   2.979
  10  19 Ne 2     1.752     0.000     3.546   0.000   0.000   2.959
  10  20 Ne 2    -7.042     0.000    -6.920   0.280   0.090   2.979
  10  21 Ne 2    -5.732     0.000    -5.324   0.520   0.290   3.024
  10  22 Ne 2    -8.025     0.000    -7.484  -0.240   0.070   2.954
  10  23 Ne 2    -5.154     0.000    -4.698   0.380   0.130   2.986
  10  24 Ne 2    -5.952     0.001    -5.906   0.260   0.060   2.966
  10  25 Ne 2    -2.036     0.029    -3.130   0.170   0.020   2.952
  10  26 Ne 2     0.481     0.018     0.213  -0.100   0.010   2.956
  10  27 Ne 2     7.051     0.091     6.362   0.170   0.010   2.992
  10  28 Ne 2    11.300     0.126    11.333   0.130   0.000   3.013
  10  29 Ne 2    18.400     0.150    18.801  -0.090   0.000   3.033
  10  30 Ne 2    23.280     0.253    21.816  -0.040  -0.010   3.044
  10  31 Ne 2    31.182     0.266    32.891   0.120   0.150   3.063
  10  32 Ne 1    36.999     0.503    38.073   0.230   0.110   3.080
  10  33 Ne 1    46.130     0.600    47.426   0.390   0.280   3.131
  10  34 Ne 1    52.842     0.513    53.862   0.320   0.160   3.110
  10  35 Ne 0                        63.853   0.340   0.110   3.127
  10  36 Ne 0                        70.972   0.290   0.060   3.124
  10  37 Ne 0                        81.685   0.280   0.040   3.139
  10  38 Ne 0                        88.813   0.240   0.020   3.145
  10  39 Ne 0                        99.588  -0.320   0.160   3.186
  10  40 Ne 0                       106.936  -0.280   0.100   3.187
  10  41 Ne 0                       117.550  -0.280   0.070   3.208
  10  42 Ne 0                       124.643   0.160   0.040   3.197
  11  17 Na 2    34.720     0.060
  11  18 Na 2    25.038     0.094
  11  19 Na 2    12.929     0.011    12.117  -0.110   0.020   3.038
  11  20 Na 2     6.850     0.001     6.300   0.260   0.110   3.041
  11  21 Na 2    -2.185     0.000    -1.390   0.530   0.290   3.098
  11  22 Na 2    -5.181     0.000    -6.320   0.480   0.210   3.063
  11  23 Na 2    -9.530     0.000    -9.432   0.560   0.220   3.098
  11  24 Na 2    -8.418     0.000    -8.167   0.440   0.150   3.064
  11  25 Na 2    -9.358     0.001    -9.155  -0.280   0.090   3.036
  11  26 Na 2    -6.861     0.004    -7.226  -0.200   0.040   3.023
  11  27 Na 2    -5.518     0.004    -5.417  -0.180   0.010   3.022
  11  28 Na 2    -0.988     0.010    -0.723   0.220   0.010   3.061
  11  29 Na 2     2.680     0.007     3.010  -0.160   0.010   3.070
  11  30 Na 2     8.475     0.005     9.004  -0.110   0.000   3.089
  11  31 Na 2    12.246     0.014    13.250   0.410   0.210   3.155
  11  32 Na 2    18.640     0.037    20.139   0.390   0.220   3.161
  11  33 Na 2    23.780     0.450    24.814   0.500   0.290   3.194
  11  34 Na 2    31.680     0.599    32.516   0.400   0.250   3.188
  11  35 Na 1    37.831     0.670    38.013   0.430   0.210   3.202
  11  36 Na 1    45.903     0.687    46.586   0.430   0.170   3.219
  11  37 Na 1    53.134     0.687    53.094   0.420   0.110   3.219
  11  38 Na 1    61.905     0.715    62.421   0.360   0.050   3.203
  11  39 Na 1    69.977     0.743    70.236   0.460   0.070   3.253
  11  40 Na 0                        80.175   0.390   0.040   3.245
  11  41 Na 0                        87.769   0.370   0.060   3.247
  11  42 Na 0                        97.540  -0.250   0.050   3.221
  11  43 Na 0                       105.682  -0.230   0.010   3.228
  11  44 Na 0                       114.820  -0.080  -0.010   3.218
  12  19 Mg 2    31.838     0.060
  12  20 Mg 2    17.478     0.002    16.529   0.090   0.010   3.113
  12  21 Mg 2    10.904     0.001     8.346   0.180   0.070   3.095
  12  22 Mg 2    -0.400     0.000     0.217  -0.250   0.070   3.086
  12  23 Mg 2    -5.474     0.000    -5.491   0.570   0.210   3.162
  12  24 Mg 2   -13.934     0.000   -12.919  -0.290   0.100   3.097
  12  25 Mg 2   -13.193     0.000   -13.278   0.390   0.080   3.110
  12  26 Mg 2   -16.215     0.000   -16.185  -0.330   0.120   3.111
  12  27 Mg 2   -14.587     0.000   -15.367  -0.240   0.050   3.091
  12  28 Mg 2   -15.020     0.000   -15.015  -0.190   0.020   3.085
  12  29 Mg 2   -10.612     0.000   -10.578   0.210   0.000   3.110
  12  30 Mg 2    -8.881     0.001    -8.942   0.240   0.030   3.134
  12  31 Mg 2    -3.122     0.003    -2.947  -0.110   0.000   3.144
  12  32 Mg 2    -0.829     0.003    -0.889   0.080   0.010   3.150
  12  33 Mg 2     4.963     0.003     5.898   0.330   0.150   3.198
  12  34 Mg 2     8.323     0.007     9.391   0.270   0.100   3.194
  12  35 Mg 2    15.640     0.270    17.030   0.370   0.220   3.234
  12  36 Mg 2    20.380     0.690    21.110   0.310   0.110   3.212
  12  37 Mg 2    28.211     0.699    29.073   0.400   0.120   3.257
  12  38 Mg 1    34.074     0.503    34.364   0.330   0.060   3.233
  12  39 Mg 1    42.775     0.513    42.991   0.360   0.030   3.250
  12  40 Mg 1    49.550     0.500    49.798   0.350   0.010   3.255
  12  41 Mg 1    58.100     0.500    59.561   0.270  -0.010   3.245
  12  42 Mg 0                        65.644  -0.300   0.100   3.279
  12  43 Mg 0                        75.416  -0.270   0.050   3.275
  12  44 Mg 0                        83.099  -0.250   0.030   3.275
  12  45 Mg 0                        91.938  -0.080   0.000   3.265
  12  46 Mg 0                        98.952  -0.080   0.000   3.275
  13  21 Al 1    27.090     0.600    26.704   0.160   0.010   3.172
  13  22 Al 1    18.201     0.401    17.176   0.240   0.060   3.166
  13  23 Al 2     6.748     0.000     7.644   0.390   0.120   3.176
  13  24 Al 2    -0.049     0.000     0.211   0.450   0.150   3.179
  13  25 Al 2    -8.916     0.000    -8.633   0.380   0.060   3.157
  13  26 Al 2   -12.210     0.000   -13.515   0.350   0.070   3.143
  13  27 Al 2   -17.197     0.000   -18.540  -0.350   0.130   3.161
  13  28 Al 2   -16.851     0.000   -17.813  -0.300   0.080   3.163
  13  29 Al 2   -18.208     0.000   -17.736  -0.220   0.030   3.142
  13  30 Al 2   -15.864     0.002   -15.641  -0.210   0.010   3.155
  13  31 Al 2   -14.951     0.002   -14.577  -0.210   0.010   3.172
  13  32 Al 2   -11.099     0.007   -10.918  -0.170   0.000   3.191
  13  33 Al 2    -8.497     0.007    -8.771   0.140   0.010   3.192
  13  34 Al 2    -2.998     0.002    -3.232   0.320   0.140   3.230
  13  35 Al 2    -0.224     0.007    -0.782   0.310   0.130   3.236
  13  36 Al 2     5.950     0.150     5.408   0.330   0.170   3.254
  13  37 Al 2     9.810     0.180     8.577   0.350   0.130   3.271
  13  38 Al 1    16.470     0.150    15.489   0.350   0.100   3.278
  13  39 Al 1    21.490     0.300    19.794   0.350   0.060   3.288
  13  40 Al 1    28.820     0.300    27.858   0.330   0.010   3.290
  13  41 Al 1    34.590     0.400    33.098  -0.350   0.180   3.323
  13  42 Al 1    41.990     0.500    41.141  -0.310   0.120   3.319
  13  43 Al 1    48.270     0.600    47.580  -0.290   0.090   3.313
  13  44 Al 0                        56.823  -0.260   0.040   3.313
  13  45 Al 0                        63.995  -0.240   0.020   3.315
  13  46 Al 0                        72.757   0.110  -0.010   3.307
  13  47 Al 0                        80.805   0.100  -0.010   3.320
  13  48 Al 0                        89.426  -0.100   0.020   3.362
  14  22 Si 1    33.640     0.500    32.229   0.080   0.020   3.231
  14  23 Si 1    23.950     0.500    21.241   0.190   0.070   3.231
  14  24 Si 2    10.745     0.019    11.030   0.250   0.050   3.217
  14  25 Si 2     3.827     0.010     4.147  -0.300   0.100   3.216
  14  26 Si 2    -7.141     0.000    -6.639  -0.330   0.120   3.214
  14  27 Si 2   -12.385     0.000   -13.833  -0.350   0.130   3.215
  14  28 Si 2   -21.493     0.000   -22.137  -0.340   0.130   3.211
  14  29 Si 2   -21.895     0.000   -23.242  -0.280   0.080   3.193
  14  30 Si 2   -24.433     0.000   -24.078  -0.260   0.050   3.199
  14  31 Si 2   -22.949     0.000   -22.549  -0.270   0.050   3.231
  14  32 Si 2   -24.078     0.000   -22.656   0.210   0.020   3.223
  14  33 Si 2   -20.514     0.001   -19.288  -0.140   0.000   3.228
  14  34 Si 2   -19.992     0.001   -19.901   0.140   0.030   3.238
  14  35 Si 2   -14.391     0.036   -14.234   0.270   0.100   3.268
  14  36 Si 2   -12.436     0.072   -12.971   0.180   0.050   3.261
  14  37 Si 2    -6.572     0.114    -6.719  -0.180   0.040   3.267
  14  38 Si 2    -4.170     0.105    -4.729   0.270   0.070   3.300
  14  39 Si 2     2.320     0.136     2.266   0.340   0.100   3.327
  14  40 Si 2     5.667     0.122     4.316  -0.300   0.130   3.326
  14  41 Si 1    13.200     0.300    11.096  -0.320   0.150   3.344
  14  42 Si 1    16.840     0.300    15.159  -0.350   0.180   3.366
  14  43 Si 1    24.330     0.400    22.654  -0.310   0.130   3.358
  14  44 Si 1    29.310     0.500    28.550  -0.290   0.090   3.354
  14  45 Si 1    37.090     0.600    37.003  -0.260   0.050   3.348
  14  46 Si 0                        43.903  -0.240   0.040   3.353
  14  47 Si 0                        52.477   0.070   0.010   3.333
  14  48 Si 0                        59.905  -0.060   0.000   3.350
  14  49 Si 0                        69.586  -0.090   0.030   3.385
  14  50 Si 0                        77.400  -0.150   0.010   3.447
  14  58 Si 0                       153.045 -99.999 -99.999   0.000
  15  23 P  0                        42.168  -0.100   0.020   3.308
  15  24 P  1    34.020     0.500    29.663   0.170   0.070   3.299
  15  25 P  1    20.190     0.400    18.739   0.210   0.030   3.267
  15  26 P  1    10.973     0.196    10.800  -0.230   0.050   3.265
  15  27 P  2    -0.659     0.009    -1.046  -0.260   0.070   3.257
  15  28 P  2    -7.148     0.001    -8.300  -0.280   0.070   3.246
  15  29 P  2   -16.953     0.000   -18.238  -0.300   0.090   3.249
  15  30 P  2   -20.201     0.000   -22.723  -0.210   0.040   3.233
  15  31 P  2   -24.441     0.000   -25.091  -0.140   0.010   3.218
  15  32 P  2   -24.305     0.000   -24.849  -0.230   0.020   3.269
  15  33 P  2   -26.337     0.001   -25.661  -0.210   0.010   3.277
  15  34 P  2   -24.549     0.001   -23.966  -0.150   0.000   3.277
  15  35 P  2   -24.858     0.002   -24.719  -0.120   0.010   3.282
  15  36 P  2   -20.251     0.013   -20.482  -0.080   0.020   3.287
  15  37 P  2   -18.996     0.038   -19.758   0.250   0.070   3.319
  15  38 P  2   -14.622     0.073   -14.924  -0.170   0.040   3.312
  15  39 P  2   -12.775     0.113   -13.832   0.250   0.050   3.333
  15  40 P  2    -8.139     0.084    -8.150   0.300   0.070   3.348
  15  41 P  2    -4.980     0.120    -6.204   0.280   0.030   3.350
  15  42 P  2     1.092     0.095    -0.185   0.290   0.020   3.365
  15  43 P  1     5.040     0.300     3.648   0.260   0.000   3.360
  15  44 P  1    11.110     0.400     9.766  -0.260   0.080   3.379
  15  45 P  1    15.960     0.500    14.593  -0.240   0.050   3.377
  15  46 P  1    22.840     0.500    22.354  -0.230   0.030   3.388
  15  47 P  1    28.810     0.600    28.618  -0.200   0.020   3.381
  15  48 P  0                        36.575   0.070  -0.010   3.372
  15  49 P  0                        43.687  -0.050   0.000   3.381
  15  50 P  0                        54.226  -0.080   0.020   3.414
  15  51 P  0                        60.926   0.110   0.010   3.440
  15  52 P  0                        71.430  -0.120  -0.010   3.471
  15  58 P  0                       124.190 -99.999 -99.999   0.000
  15  59 P  0                       133.339 -99.999 -99.999   0.000
  15  60 P  0                       143.185 -99.999 -99.999   0.000
  16  24 S  0                        49.545  -0.090   0.030   3.377
  16  25 S  0                        38.741  -0.120   0.020   3.372
  16  26 S  1    27.680     0.600    25.933  -0.170   0.030   3.317
  16  27 S  1    17.491     0.400    17.587  -0.180   0.020   3.309
  16  28 S  2     4.073     0.160     4.103  -0.220   0.040   3.310
  16  29 S  2    -3.094     0.013    -3.241  -0.250   0.040   3.300
  16  30 S  2   -14.059     0.000   -14.167  -0.270   0.060   3.307
  16  31 S  2   -19.043     0.000   -20.577  -0.200   0.020   3.275
  16  32 S  2   -26.016     0.000   -26.097  -0.190   0.000   3.282
  16  33 S  2   -26.586     0.000   -26.307   0.250  -0.010   3.321
  16  34 S  2   -29.932     0.000   -28.573   0.180   0.000   3.313
  16  35 S  2   -28.846     0.000   -27.868  -0.140   0.000   3.332
  16  36 S  2   -30.664     0.000   -29.484   0.120   0.010   3.328
  16  37 S  2   -26.896     0.000   -26.520  -0.090   0.020   3.342
  16  38 S  2   -26.861     0.007   -27.217   0.180   0.030   3.349
  16  39 S  2   -23.163     0.050   -22.911   0.220   0.030   3.365
  16  40 S  2   -22.838     0.004   -23.196   0.240   0.040   3.377
  16  41 S  2   -19.009     0.004   -18.543   0.300   0.040   3.396
  16  42 S  2   -17.638     0.003   -17.382  -0.220   0.060   3.392
  16  43 S  2   -12.195     0.005   -12.204   0.260  -0.010   3.400
  16  44 S  2    -9.204     0.005    -9.246  -0.280   0.110   3.423
  16  45 S  1    -3.340     0.300    -3.727  -0.250   0.070   3.430
  16  46 S  1     0.640     0.400     0.278  -0.230   0.040   3.426
  16  47 S  1     7.200     0.400     7.517  -0.230   0.030   3.437
  16  48 S  1    12.390     0.500    12.917  -0.210   0.010   3.440
  16  49 S  1    20.391     0.583    20.709   0.100  -0.010   3.420
  16  50 S  0                        26.556  -0.160   0.000   3.458
  16  51 S  0                        35.485  -0.210   0.010   3.493
  16  52 S  0                        42.548  -0.150   0.000   3.487
  16  53 S  0                        52.752  -0.140  -0.020   3.509
  16  54 S  0                        59.353  -0.130   0.000   3.521
  16  58 S  0                        94.731 -99.999 -99.999   0.000
  16  59 S  0                       104.023 -99.999 -99.999   0.000
  16  60 S  0                       112.739 -99.999 -99.999   0.000
  16  61 S  0                       121.289 -99.999 -99.999   0.000
  16  62 S  0                       131.114 -99.999 -99.999   0.000
  17  25 Cl 0                        65.645  -0.110   0.030   3.501
  17  26 Cl 0                        55.680   0.150   0.040   3.473
  17  27 Cl 0                        38.157   0.190   0.010   3.419
  17  28 Cl 1    28.270     0.500    27.693   0.240   0.010   3.401
  17  29 Cl 1    14.022     0.189    14.158   0.260   0.000   3.375
  17  30 Cl 2     4.675     0.024     4.926  -0.220   0.010   3.359
  17  31 Cl 2    -7.035     0.003    -6.791  -0.280   0.050   3.367
  17  32 Cl 2   -13.335     0.001   -13.335  -0.180   0.000   3.324
  17  33 Cl 2   -21.003     0.000   -21.145  -0.250   0.020   3.370
  17  34 Cl 2   -24.440     0.000   -24.663  -0.190  -0.010   3.340
  17  35 Cl 2   -29.014     0.000   -28.535  -0.180  -0.010   3.363
  17  36 Cl 2   -29.522     0.000   -28.518  -0.100   0.000   3.365
  17  37 Cl 2   -31.762     0.000   -30.053   0.180   0.020   3.382
  17  38 Cl 2   -29.798     0.000   -29.072   0.090   0.040   3.382
  17  39 Cl 2   -29.800     0.002   -29.908   0.190   0.030   3.394
  17  40 Cl 2   -27.558     0.032   -27.387   0.210   0.040   3.403
  17  41 Cl 2   -27.307     0.069   -28.350   0.220   0.020   3.413
  17  42 Cl 2   -24.832     0.060   -24.909   0.270   0.040   3.423
  17  43 Cl 2   -24.160     0.062   -24.463   0.240   0.010   3.423
  17  44 Cl 2   -20.479     0.086   -20.320   0.250  -0.010   3.437
  17  45 Cl 2   -18.263     0.136   -18.521  -0.220   0.050   3.442
  17  46 Cl 2   -13.735     0.097   -13.708  -0.210   0.040   3.442
  17  47 Cl 1    -9.580     0.200   -10.166  -0.200   0.020   3.449
  17  48 Cl 1    -4.280     0.500    -4.058  -0.200   0.010   3.459
  17  49 Cl 1     0.740     0.400     0.897  -0.190   0.000   3.465
  17  50 Cl 1     7.700     0.400     8.420  -0.240   0.010   3.506
  17  51 Cl 1    14.290     0.700    13.746  -0.170  -0.010   3.492
  17  52 Cl 1    22.360     0.700    21.510  -0.190   0.000   3.517
  17  53 Cl 0                        28.197  -0.160  -0.010   3.523
  17  54 Cl 0                        37.229  -0.230   0.010   3.563
  17  55 Cl 0                        44.172  -0.100  -0.010   3.546
  17  56 Cl 0                        55.100   0.000   0.000   3.556
  17  57 Cl 0                        60.837  -0.070   0.000   3.573
  17  58 Cl 0                        69.904  -0.050   0.010   3.593
  17  59 Cl 0                        77.274   0.220   0.080   3.622
  17  60 Cl 0                        87.179   0.230   0.100   3.633
  17  61 Cl 0                        94.455   0.280   0.100   3.669
  17  62 Cl 0                       103.917   0.290   0.100   3.676
  17  63 Cl 0                       112.375   0.290   0.080   3.704
  17  64 Cl 0                       121.226   0.270   0.080   3.717
  18  27 Ar 0                        61.586   0.120   0.050   3.526
  18  28 Ar 0                        47.848   0.140   0.020   3.487
  18  29 Ar 1    37.969     0.439    37.064   0.280   0.060   3.467
  18  30 Ar 1    22.071     0.179    21.381   0.200   0.010   3.431
  18  31 Ar 1    11.325     0.200    11.191  -0.210   0.010   3.414
  18  32 Ar 2    -2.200     0.002    -1.349   0.210   0.020   3.399
  18  33 Ar 2    -9.384     0.000    -9.393  -0.200   0.010   3.398
  18  34 Ar 2   -18.378     0.000   -17.559  -0.190  -0.010   3.385
  18  35 Ar 2   -23.047     0.001   -22.915  -0.180  -0.020   3.390
  18  36 Ar 2   -30.232     0.000   -29.479   0.190   0.020   3.413
  18  37 Ar 2   -30.948     0.000   -30.870   0.170   0.020   3.416
  18  38 Ar 2   -34.715     0.000   -35.045   0.140   0.020   3.422
  18  39 Ar 2   -33.242     0.005   -33.343  -0.090   0.010   3.425
  18  40 Ar 2   -35.040     0.000   -35.107   0.090   0.000   3.427
  18  41 Ar 2   -33.068     0.000   -32.957   0.150   0.020   3.440
  18  42 Ar 2   -34.423     0.006   -35.193   0.160   0.020   3.449
  18  43 Ar 2   -32.010     0.005   -32.151  -0.160   0.020   3.447
  18  44 Ar 2   -32.673     0.002   -32.789  -0.160   0.030   3.459
  18  45 Ar 2   -29.771     0.001   -29.455  -0.200   0.040   3.465
  18  46 Ar 2   -29.771     0.002   -28.901   0.180   0.010   3.470
  18  47 Ar 2   -25.367     0.001   -24.867  -0.200   0.030   3.478
  18  48 Ar 2   -22.355     0.017   -21.961  -0.190   0.010   3.487
  18  49 Ar 1   -17.060     0.400   -16.401  -0.200   0.000   3.499
  18  50 Ar 1   -13.230     0.500   -12.329  -0.180   0.000   3.508
  18  51 Ar 1    -6.490     0.400    -5.791  -0.110  -0.010   3.504
  18  52 Ar 1    -1.380     0.600    -0.976  -0.160   0.000   3.533
  18  53 Ar 1     6.791     0.699     6.424  -0.190   0.000   3.558
  18  54 Ar 1    12.560     0.800    12.060  -0.140  -0.010   3.560
  18  55 Ar 0                        20.660  -0.140  -0.010   3.579
  18  56 Ar 0                        26.546  -0.100  -0.010   3.584
  18  57 Ar 0                        36.927   0.000   0.000   3.593
  18  58 Ar 0                        41.520   0.070   0.010   3.606
  18  59 Ar 0                        52.389  -0.050   0.010   3.621
  18  60 Ar 0                        57.391   0.110   0.020   3.632
  18  61 Ar 0                        67.810   0.100   0.010   3.643
  18  62 Ar 0                        73.994   0.170   0.050   3.664
  18  63 Ar 0                        84.690   0.180   0.050   3.676
  18  64 Ar 0                        91.161   0.220   0.060   3.702
  18  65 Ar 0                       100.963   0.200   0.070   3.704
  18  66 Ar 0                       109.377  -0.230   0.080   3.732
  18  74 Ar 0                       183.128 -99.999 -99.999   0.000
  19  29 K  0                        61.783   0.050   0.000   3.541
  19  30 K  0                        48.744   0.110   0.010   3.513
  19  31 K  1    34.260     0.300    33.364  -0.110   0.000   3.485
  19  32 K  1    21.990     0.400    21.470   0.150   0.000   3.457
  19  33 K  1     7.540     0.200     7.495   0.210   0.040   3.438
  19  34 K  1    -1.220     0.196    -1.278  -0.160   0.000   3.436
  19  35 K  2   -11.173     0.001   -10.478  -0.160   0.000   3.442
  19  36 K  2   -17.417     0.000   -16.475  -0.100  -0.010   3.438
  19  37 K  2   -24.800     0.000   -24.756   0.180   0.030   3.447
  19  38 K  2   -28.801     0.000   -29.340  -0.090   0.000   3.450
  19  39 K  2   -33.807     0.000   -33.763   0.050   0.000   3.451
  19  40 K  2   -33.535     0.000   -34.212   0.080   0.030   3.457
  19  41 K  2   -35.560     0.000   -36.448  -0.080   0.000   3.462
  19  42 K  2   -35.022     0.000   -35.302  -0.080   0.000   3.467
  19  43 K  2   -36.575     0.000   -37.459  -0.090   0.000   3.472
  19  44 K  2   -35.781     0.000   -35.934  -0.090   0.000   3.475
  19  45 K  2   -36.616     0.001   -37.297  -0.100   0.010   3.482
  19  46 K  2   -35.414     0.001   -35.135  -0.120   0.010   3.487
  19  47 K  2   -35.712     0.001   -35.312   0.140   0.010   3.491
  19  48 K  2   -32.284     0.001   -32.052  -0.120   0.010   3.499
  19  49 K  2   -29.611     0.001   -29.890  -0.120   0.000   3.504
  19  50 K  2   -25.728     0.008   -25.212  -0.120   0.000   3.519
  19  51 K  2   -22.515     0.013   -22.121  -0.100   0.000   3.526
  19  52 K  2   -17.138     0.034   -16.482  -0.090   0.000   3.533
  19  53 K  2   -12.296     0.112   -12.155  -0.100   0.000   3.554
  19  54 K  1    -5.150     0.400    -5.171  -0.110  -0.010   3.567
  19  55 K  1     0.470     0.500    -0.669  -0.100  -0.010   3.582
  19  56 K  1     7.980     0.600     7.170  -0.100  -0.010   3.599
  19  57 K  1    14.130     0.600    12.252  -0.070   0.000   3.611
  19  58 K  1    21.930     0.700    20.374  -0.060   0.000   3.624
  19  59 K  1    28.750     0.800    26.705  -0.070   0.000   3.634
  19  60 K  0                        36.949  -0.070   0.010   3.649
