#
#  Z   A s fl     Mexp      Err       Mth      Emic    beta2   beta3   beta4   beta6
#                [MeV]     [MeV]     [MeV]     [MeV]                                
#----------------------------------------------------------------------------------------------------
   0   1 n  2     8.071     0.000
   6  16 C  2    13.694     0.004
   6  17 C  2    21.032     0.017
   6  18 C  2    24.919     0.030
   6  19 C  2    32.414     0.098
   6  20 C  2    37.504     0.231
   6  21 C  1    45.643     0.596
   6  22 C  2    53.611     0.231
   6  23 C  1    64.171     0.997
   7  10 N  2    38.800     0.400
   7  11 N  2    24.366     0.005
   7  12 N  2    17.338     0.001
   7  13 N  2     5.345     0.000
   7  14 N  2     2.863     0.000
   7  15 N  2     0.101     0.000
   7  16 N  2     5.684     0.002
   7  17 N  2     7.870     0.015
   7  18 N  2    13.113     0.019
   7  19 N  2    15.856     0.016
   7  20 N  2    21.766     0.079
   7  21 N  2    25.232     0.134
   7  22 N  2    31.765     0.208
   7  23 N  2    36.720     0.421
   7  24 N  1    46.938     0.401
   7  25 N  1    55.983     0.503
   8  11 O  2    47.739     0.060
   8  12 O  2    32.013     0.012
   8  13 O  2    23.115     0.010
   8  14 O  2     8.008     0.000
   8  15 O  2     2.856     0.000
   8  16 O  2    -4.737     0.000    -5.150     2.420  -0.010  -0.258  -0.122   0.047
   8  17 O  2    -0.809     0.000    -1.490     3.740   0.061  -0.014   0.152   0.035
   8  18 O  2    -0.783     0.000    -2.810     3.420   0.010   0.000   0.048  -0.019
   8  19 O  2     3.333     0.003     2.150     3.780  -0.010   0.000   0.047  -0.020
   8  20 O  2     3.796     0.001     2.190     2.520   0.010   0.000  -0.024   0.020
   8  21 O  2     8.062     0.012     8.090     2.020   0.096   0.000  -0.034   0.027
   8  22 O  2     9.283     0.057     9.920     0.730   0.000   0.000   0.012  -0.030
   8  23 O  2    14.621     0.122    17.220     0.180   0.000   0.000   0.000  -0.029
   8  24 O  2    18.500     0.165    21.480    -0.170   0.001   0.000  -0.023  -0.029
   8  25 O  2    27.329     0.165    30.610    -0.060   0.043   0.000  -0.022  -0.030
   8  26 O  2    34.661     0.165    36.190    -0.330   0.000   0.000   0.000  -0.029
   8  27 O  1    44.670     0.500    46.170    -0.350  -0.021   0.000   0.000  -0.029
   8  28 O  1    52.080     0.699    52.920    -0.480   0.000   0.000   0.000   0.030
   8  29 O  0                        63.890    -0.340   0.087   0.000   0.064   0.037
   8  30 O  0                        70.760    -1.220   0.114   0.000   0.131   0.049
   8  31 O  0                        81.500    -2.010   0.205   0.000   0.170   0.081
   8  32 O  0                        89.610    -2.400   0.216   0.000   0.172   0.083
   8  33 O  0                       103.640    -0.500   0.238   0.000   0.083   0.017
   8  34 O  0                       112.720    -0.570   0.187   0.000  -0.032  -0.046
   8  35 O  0                       122.670    -3.280  -0.284   0.000   0.137  -0.068
   8  36 O  0                       131.490    -4.180  -0.322   0.000   0.167  -0.078
   8  37 O  0                       146.280    -2.510  -0.276   0.000   0.090  -0.056
   8  38 O  0                       156.840    -2.150  -0.208   0.000  -0.038   0.047
   8  39 O  0                       169.710    -2.800  -0.209   0.000  -0.049   0.049
   8  40 O  0                       178.380    -4.780  -0.158   0.000  -0.124   0.060
   8  41 O  0                       191.480    -5.550  -0.159   0.000  -0.124   0.069
   8  42 O  0                       204.340    -3.740  -0.179   0.000  -0.076   0.062
   9  13 F  1    42.030     0.500
   9  14 F  2    31.964     0.041
   9  15 F  2    16.567     0.014
   9  16 F  2    10.675     0.005
   9  17 F  2     1.952     0.000     0.950     3.140   0.061   0.000   0.152   0.035
   9  18 F  2     0.873     0.000     1.510     6.080   0.180   0.000   0.165   0.054
   9  19 F  2    -1.487     0.000    -2.190     5.870   0.262   0.000   0.180   0.025
   9  20 F  2    -0.017     0.000     0.200     6.250   0.283   0.000   0.159   0.021
   9  21 F  2    -0.048     0.002    -0.490     4.980   0.270   0.000   0.092  -0.010
   9  22 F  2     2.793     0.012     2.930     4.390   0.226   0.000   0.058  -0.020
   9  23 F  2     3.285     0.033     3.900     2.850   0.117   0.000   0.079  -0.021
   9  24 F  2     7.545     0.098     9.070     2.360   0.095   0.000   0.077  -0.023
   9  25 F  2    11.334     0.096    12.890     2.100   0.119   0.000   0.054   0.037
   9  26 F  2    18.675     0.107    20.010     2.210   0.118   0.000   0.004   0.030
   9  27 F  2    25.133     0.120    25.240     2.050   0.118   0.000   0.007  -0.030
   9  28 F  2    33.404     0.120    33.060     1.730   0.085   0.000   0.016  -0.029
   9  29 F  2    40.150     0.525    39.210     1.390  -0.031   0.000   0.013   0.029
   9  30 F  1    48.960     0.500    47.970     1.050   0.111   0.000   0.091   0.042
   9  31 F  1    56.843     0.535    54.490     0.150   0.205   0.000   0.170   0.081
   9  32 F  0                        64.720     0.460   0.229   0.000   0.173   0.019
   9  33 F  0                        72.310    -0.180   0.249   0.000   0.178   0.001
   9  34 F  0                        83.420     0.310   0.281   0.000   0.133  -0.009
   9  35 F  0                        92.520     0.480   0.259   0.000   0.078  -0.025
   9  36 F  0                       103.110    -0.150   0.292   0.000  -0.049  -0.057
   9  37 F  0                       109.790    -3.000  -0.302   0.000   0.163  -0.076
   9  38 F  0                       122.800    -1.770  -0.275   0.000   0.102  -0.059
   9  39 F  0                       133.690    -0.940  -0.206   0.000   0.013  -0.038
   9  40 F  0                       143.980    -2.900  -0.210   0.000  -0.115   0.064
   9  41 F  0                       154.190    -3.230  -0.210   0.000  -0.115   0.073
   9  42 F  0                       167.490    -2.590  -0.179   0.000  -0.076   0.062
   9  43 F  0                       178.800    -2.250  -0.179   0.000  -0.076   0.062
   9  44 F  0                       190.670    -3.410  -0.210   0.000  -0.115   0.073
   9  45 F  0                       199.980    -5.450   0.320   0.000   0.195   0.115
   9  46 F  0                       213.650    -5.160   0.263   0.000   0.182   0.103
  10  15 Ne 2    40.215     0.067
  10  16 Ne 2    23.987     0.020
  10  17 Ne 2    16.500     0.000
  10  18 Ne 2     5.318     0.000     3.100     2.890  -0.008   0.000  -0.139   0.024
  10  19 Ne 2     1.752     0.000     0.870     5.530   0.269   0.000   0.182   0.070
  10  20 Ne 2    -7.042     0.000    -7.210     5.140   0.364   0.000   0.207   0.046
  10  21 Ne 2    -5.732     0.000    -5.290     5.810   0.372   0.000   0.157   0.016
  10  22 Ne 2    -8.025     0.000    -8.230     4.770   0.384   0.000   0.096  -0.007
  10  23 Ne 2    -5.154     0.000    -4.870     4.770   0.316   0.000   0.078  -0.014
  10  24 Ne 2    -5.952     0.001    -6.720     2.700  -0.063   0.000   0.013  -0.030
  10  25 Ne 2    -2.036     0.029    -1.660     2.680   0.053   0.000   0.002  -0.030
  10  26 Ne 2     0.481     0.018    -0.220     2.150   0.121   0.000  -0.052  -0.035
  10  27 Ne 2     7.051     0.091     6.720     2.590   0.119   0.000  -0.017  -0.032
  10  28 Ne 2    11.300     0.126     9.620     2.060  -0.021   0.000   0.000  -0.029
  10  29 Ne 2    18.400     0.150    17.530     2.260  -0.031   0.000   0.000  -0.029
  10  30 Ne 2    23.280     0.253    21.870     1.940   0.000   0.000   0.000  -0.029
  10  31 Ne 2    31.182     0.266    30.060     1.400   0.111   0.000   0.079   0.051
  10  32 Ne 1    36.999     0.503    35.190     0.810   0.259   0.000   0.180   0.080
  10  33 Ne 1    46.130     0.600    44.620     0.640   0.304   0.000   0.178   0.008
  10  34 Ne 1    52.842     0.513    50.790     0.180   0.315   0.000   0.168   0.005
  10  35 Ne 0                        61.230     0.280   0.303   0.000   0.126  -0.009
  10  36 Ne 0                        68.770     0.390   0.316   0.000   0.079  -0.024
  10  37 Ne 0                        78.300    -1.090   0.403   0.000  -0.068  -0.075
  10  38 Ne 0                        85.120    -2.380  -0.302   0.000   0.163  -0.076
  10  39 Ne 0                        98.650    -0.430  -0.276   0.000   0.059  -0.030
  10  40 Ne 0                       107.090    -0.720   0.250   0.000   0.027  -0.037
  10  41 Ne 0                       118.470    -1.430  -0.178   0.000  -0.043   0.056
  10  42 Ne 0                       127.620    -1.560  -0.179   0.000  -0.076   0.062
  10  43 Ne 0                       139.350    -2.360  -0.292   0.000  -0.086   0.075
  10  44 Ne 0                       150.760    -0.720   0.231   0.000  -0.083   0.031
  10  45 Ne 0                       159.920    -4.500   0.320   0.000   0.195   0.115
  10  46 Ne 0                       170.530    -4.090   0.318   0.000   0.194   0.103
  10  47 Ne 0                       185.190    -2.720   0.352   0.000   0.204   0.044
  10  48 Ne 0                       195.800    -2.710   0.351   0.000   0.204   0.033
  10  49 Ne 0                       208.790    -3.340   0.348   0.000   0.204   0.011
  10  50 Ne 0                       219.960    -3.120   0.332   0.000   0.169   0.062
  10  51 Ne 0                       232.780    -4.210   0.347   0.000   0.205   0.000
  11  17 Na 2    34.720     0.060
  11  18 Na 2    25.038     0.094
  11  19 Na 2    12.929     0.011    11.470     2.920  -0.005   0.000  -0.138  -0.014
  11  20 Na 2     6.850     0.001     6.620     5.550   0.317   0.000   0.180   0.031
  11  21 Na 2    -2.185     0.000    -2.060     5.300   0.372   0.000   0.183   0.027
  11  22 Na 2    -5.181     0.000    -3.970     6.080   0.384   0.000   0.109  -0.002
  11  23 Na 2    -9.530     0.000    -8.820     5.200   0.386   0.000   0.059  -0.021
  11  24 Na 2    -8.418     0.000    -7.310     5.620   0.353   0.000   0.038  -0.027
  11  25 Na 2    -9.358     0.001    -8.760     4.570   0.283   0.000   0.044  -0.013
  11  26 Na 2    -6.861     0.004    -5.840     4.520   0.263   0.000   0.004  -0.033
  11  27 Na 2    -5.518     0.004    -4.970     3.970   0.278   0.000  -0.041  -0.044
  11  28 Na 2    -0.988     0.010    -0.560     3.850   0.230   0.000  -0.045   0.019
  11  29 Na 2     2.680     0.007     1.680     3.140  -0.063   0.000  -0.011  -0.028
  11  30 Na 2     8.475     0.005     7.690     3.270  -0.042   0.000  -0.011  -0.029
  11  31 Na 2    12.246     0.014    11.750     3.090   0.000   0.000   0.000  -0.039
  11  32 Na 2    18.640     0.037    18.440     2.780   0.121   0.000   0.067   0.050
  11  33 Na 2    23.780     0.450    23.490     2.470   0.249   0.000   0.178   0.001
  11  34 Na 2    31.680     0.599    30.900     1.900   0.293   0.000   0.175   0.005
  11  35 Na 1    37.831     0.670    36.800     1.490   0.314   0.000   0.141  -0.004
  11  36 Na 1    45.903     0.687    45.620     1.480   0.315   0.000   0.091  -0.020
  11  37 Na 1    53.134     0.687    52.540     1.250   0.329   0.000   0.045  -0.034
  11  38 Na 1    61.905     0.715    60.740    -0.130   0.401   0.000  -0.056  -0.071
  11  39 Na 1    69.977     0.743    68.140    -0.610   0.403   0.000  -0.068  -0.075
  11  40 Na 0                        78.760    -0.220   0.312   0.000  -0.020  -0.052
  11  41 Na 0                        87.680     0.170   0.240   0.000   0.014  -0.050
  11  42 Na 0                        98.460     0.150   0.240   0.000   0.014  -0.050
  11  43 Na 0                       107.620     0.200   0.239   0.000   0.026  -0.048
  11  44 Na 0                       118.930     0.190   0.240   0.000   0.014  -0.050
  11  45 Na 0                       128.850     0.490   0.241   0.000  -0.057   0.035
  11  46 Na 0                       138.460    -1.670   0.347   0.000   0.145   0.097
  11  47 Na 0                       148.730    -1.490   0.346   0.000   0.131   0.091
  11  48 Na 0                       161.060    -1.350   0.339   0.000   0.200   0.030
  11  49 Na 0                       171.170    -1.750   0.359   0.000   0.208   0.014
  11  50 Na 0                       184.760    -0.720   0.375   0.000   0.114   0.053
  11  51 Na 0                       195.940    -0.420   0.374   0.000   0.115   0.032
  11  52 Na 0                       208.380    -0.870   0.361   0.000   0.127   0.015
  11  53 Na 0                       218.250    -2.230   0.336   0.000   0.162  -0.016
  11  54 Na 0                       231.420    -2.270   0.359   0.000   0.131  -0.026
  11  55 Na 0                       243.010    -2.210   0.359   0.000   0.118  -0.030
  12  19 MG 2    31.838     0.060
  12  20 MG 2    17.478     0.002    15.560     1.650   0.122   0.000   0.118   0.037
  12  21 MG 2    10.904     0.001     9.920     4.210   0.316   0.000   0.078  -0.014
  12  22 MG 2    -0.400     0.000    -0.960     4.240   0.384   0.000   0.109  -0.002
  12  23 MG 2    -5.474     0.000    -4.970     4.990   0.388   0.000   0.035  -0.029
  12  24 MG 2   -13.934     0.000   -13.060     4.440   0.393   0.000  -0.012  -0.046
  12  25 MG 2   -13.193     0.000   -12.230     4.830   0.346   0.000  -0.013  -0.042
  12  26 MG 2   -16.215     0.000   -16.220     3.420  -0.351   0.000   0.162  -0.070
  12  27 MG 2   -14.587     0.000   -13.000     4.250   0.275   0.000  -0.037   0.017
  12  28 MG 2   -15.020     0.000   -14.090     3.770   0.277   0.000  -0.073   0.008
  12  29 MG 2   -10.612     0.000   -10.160     3.680   0.230   0.000  -0.057   0.016
  12  30 MG 2    -8.881     0.001    -9.420     3.380   0.119   0.000  -0.005  -0.031
  12  31 MG 2    -3.122     0.003    -4.140     3.240  -0.052   0.000  -0.011  -0.038
  12  32 MG 2    -0.829     0.003    -1.890     3.040   0.000   0.000   0.000  -0.039
  12  33 MG 2     4.963     0.003     4.720     3.050   0.120   0.000   0.054   0.048
  12  34 MG 2     8.323     0.007     8.110     2.760   0.218   0.000   0.131   0.028
  12  35 MG 2    15.640     0.270    15.230     2.260   0.270   0.000   0.144  -0.006
  12  36 MG 2    20.380     0.690    19.560     1.850   0.304   0.000   0.101  -0.017
  12  37 MG 2    28.211     0.699    27.890     1.660   0.306   0.000   0.039  -0.035
  12  38 MG 1    34.074     0.503    33.030     1.150   0.321   0.000   0.006  -0.045
  12  39 MG 1    42.775     0.513    41.140    -0.040   0.401   0.000  -0.056  -0.071
  12  40 MG 1    49.550     0.500    46.340    -1.310  -0.312   0.000   0.165  -0.077
  12  41 MG 1    58.100     0.500    57.560    -0.080  -0.276   0.000   0.090  -0.056
  12  42 MG 0                        64.720    -0.120   0.241   0.000   0.002  -0.053
  12  43 MG 0                        75.520     0.090   0.242   0.000  -0.010  -0.055
  12  44 MG 0                        83.580     0.310   0.242   0.000  -0.010  -0.055
  12  45 MG 0                        94.800     0.390   0.241   0.000  -0.057   0.035
  12  46 MG 0                       103.000     0.170   0.255   0.000  -0.104   0.024
  12  47 MG 0                       114.360    -0.090   0.244   0.000  -0.106   0.025
  12  48 MG 0                       123.580     0.190   0.365   0.000   0.056   0.062
  12  49 MG 0                       135.390    -0.070   0.389   0.000   0.062   0.064
  12  50 MG 0                       144.900     0.050   0.389   0.000   0.049   0.058
  12  51 MG 0                       156.720    -0.590   0.389   0.000   0.035   0.064
  12  52 MG 0                       166.340    -0.800   0.389   0.000   0.035   0.064
  12  53 MG 0                       179.490    -0.470   0.376   0.000   0.047   0.048
  12  54 MG 0                       190.340     0.180   0.375   0.000   0.050   0.018
  12  55 MG 0                       201.400    -1.910   0.391   0.000   0.029  -0.062
  12  56 MG 0                       211.820    -2.060   0.392   0.000   0.017  -0.066
  12  57 MG 0                       224.710    -2.600   0.392   0.000   0.017  -0.066
  12  58 MG 0                       235.500    -2.710   0.392   0.000   0.017  -0.066
  12  59 MG 0                       248.970    -2.950   0.366   0.000   0.034  -0.059
  13  21 Al 1    27.090     0.600    25.550     0.870   0.117   0.000  -0.134  -0.039
  13  22 Al 1    18.201     0.401    17.500     3.390   0.226   0.000   0.083  -0.015
  13  23 Al 2     6.748     0.000     6.570     4.040   0.305   0.000   0.062  -0.018
  13  24 Al 2    -0.049     0.000     0.370     4.860   0.331   0.000   0.020  -0.032
  13  25 Al 2    -8.916     0.000    -8.100     4.580   0.346   0.000  -0.013  -0.042
  13  26 Al 2   -12.210     0.000   -11.010     4.630   0.274   0.000   0.006  -0.033
  13  27 Al 2   -17.197     0.000   -15.810     4.160  -0.392   0.000   0.193  -0.027
  13  28 Al 2   -16.851     0.000   -15.640     3.960   0.218   0.000  -0.021   0.014
  13  29 Al 2   -18.208     0.000   -16.990     3.780   0.230   0.000  -0.045   0.019
  13  30 Al 2   -15.864     0.002   -14.120     4.520   0.151   0.000  -0.030   0.025
  13  31 Al 2   -14.951     0.002   -15.030     3.060  -0.124   0.000  -0.030  -0.033
  13  32 Al 2   -11.099     0.007   -10.850     3.610   0.054   0.000  -0.010  -0.040
  13  33 Al 2    -8.497     0.007    -9.240     3.200   0.032   0.000   0.001  -0.039
  13  34 Al 2    -2.998     0.002    -3.980     3.550   0.097   0.000   0.027   0.043
  13  35 Al 2    -0.224     0.007    -1.110     3.130   0.117   0.000   0.043  -0.036
  13  36 Al 2     5.950     0.150     4.860     3.070   0.236   0.000   0.123  -0.015
  13  37 Al 2     9.810     0.180     8.770     2.590   0.259   0.000   0.090  -0.022
  13  38 Al 1    16.470     0.150    15.500     2.310   0.272   0.000   0.044  -0.034
  13  39 Al 1    21.490     0.300    20.280     1.740   0.263   0.000   0.005  -0.043
  13  40 Al 1    28.820     0.300    26.420     0.000  -0.312   0.000   0.165  -0.077
  13  41 Al 1    34.590     0.400    31.570    -1.050  -0.313   0.000   0.164  -0.086
  13  42 Al 1    41.990     0.500    41.480     0.220  -0.271   0.000   0.129  -0.027
  13  43 Al 1    48.270     0.600    48.590     0.380  -0.271   0.000   0.089   0.029
  13  44 Al 0                        57.810     0.280  -0.274   0.000   0.055   0.037
  13  45 Al 0                        65.920     0.760  -0.274   0.000   0.055   0.037
  13  46 Al 0                        75.470     0.400  -0.308   0.000  -0.005   0.053
  13  47 Al 0                        83.560     0.260  -0.369   0.000  -0.010   0.058
  13  48 Al 0                        93.880     0.110  -0.388   0.000  -0.004   0.058
  13  49 Al 0                       103.290     0.740  -0.386   0.000   0.027   0.046
  13  50 Al 0                       114.770     1.280   0.463   0.000  -0.019   0.023
  13  51 Al 0                       123.870     1.110   0.464   0.000  -0.033   0.027
  13  52 Al 0                       134.920     0.770   0.390   0.000  -0.004   0.049
  13  53 Al 0                       144.420     0.560   0.390   0.000  -0.004   0.049
  13  54 Al 0                       155.720     0.060   0.366   0.000   0.016   0.058
  13  55 Al 0                       166.500     0.720   0.378   0.000  -0.016   0.024
  13  56 Al 0                       178.150     0.220   0.393   0.000  -0.014  -0.037
  13  57 Al 0                       186.760    -1.670   0.397   0.000  -0.017  -0.078
  13  58 Al 0                       199.790    -1.130   0.236   0.000   0.111  -0.028
  13  59 Al 0                       210.470    -1.290   0.236   0.000   0.087  -0.044
  13  60 Al 0                       222.790    -1.760   0.294   0.000   0.063  -0.049
  13  61 Al 0                       233.130    -2.570   0.332   0.000   0.026  -0.070
  13  62 Al 0                       245.370    -3.410   0.312   0.000  -0.003  -0.077
  13  63 Al 0                       256.850    -3.360   0.318   0.000  -0.065  -0.073
  14  22 Si 1    33.640     0.500    32.680     0.180   0.001  -0.013  -0.023  -0.029
  14  23 Si 1    23.950     0.500    22.930     1.620  -0.232   0.000   0.154  -0.057
  14  24 Si 2    10.745     0.019     9.430     1.980  -0.292   0.000   0.163  -0.065
  14  25 Si 2     3.827     0.010     2.950     3.140  -0.350   0.000   0.174  -0.073
  14  26 Si 2    -7.141     0.000    -7.210     3.350  -0.370   0.000   0.178  -0.076
  14  27 Si 2   -12.385     0.000   -11.530     3.740  -0.363   0.000   0.187  -0.022
  14  28 Si 2   -21.493     0.000   -19.680     3.060  -0.363   0.000   0.187  -0.022
  14  29 Si 2   -21.895     0.000   -19.010     3.930  -0.349   0.000   0.126  -0.004
  14  30 Si 2   -24.433     0.000   -22.900     3.140  -0.236   0.000   0.040  -0.034
  14  31 Si 2   -22.949     0.000   -21.290     3.140  -0.218   0.000  -0.014   0.042
  14  32 Si 2   -24.078     0.000   -22.950     2.770  -0.124   0.000  -0.030  -0.033
  14  33 Si 2   -20.514     0.001   -19.670     2.890  -0.041   0.000  -0.011  -0.038
  14  34 Si 2   -19.992     0.001   -19.630     2.650   0.000   0.000   0.000  -0.039
  14  35 Si 2   -14.391     0.036   -14.910     2.870  -0.052   0.000   0.012  -0.039
  14  36 Si 2   -12.436     0.072   -13.540     2.590   0.011   0.000   0.001  -0.039
  14  37 Si 2    -6.572     0.114    -7.240     3.230   0.193   0.000   0.089  -0.004
  14  38 Si 2    -4.170     0.105    -5.190     2.460   0.226   0.000   0.071  -0.028
  14  39 Si 2     2.320     0.136     1.230     2.200   0.250   0.000   0.027  -0.037
  14  40 Si 2     5.667     0.122     4.850     1.940   0.252   0.000  -0.030   0.030
  14  41 Si 1    13.200     0.300    10.550     0.070  -0.302   0.000   0.178   0.007
  14  42 Si 1    16.840     0.300    14.050    -1.230  -0.313   0.000   0.164  -0.086
  14  43 Si 1    24.330     0.400    23.500    -0.160  -0.275   0.000   0.149   0.017
  14  44 Si 1    29.310     0.500    29.220    -0.050  -0.277   0.000   0.137   0.019
  14  45 Si 1    37.090     0.600    38.570     0.220  -0.273   0.000   0.077   0.032
  14  46 Si 0                        45.170     0.460  -0.275   0.000   0.043   0.040
  14  47 Si 0                        54.820     0.400  -0.297   0.000   0.015   0.047
  14  48 Si 0                        61.770     0.320  -0.368   0.000   0.000   0.054
  14  49 Si 0                        72.160     0.440  -0.387   0.000   0.017   0.050
  14  50 Si 0                        80.100     0.760  -0.445   0.000   0.035   0.046
  14  51 Si 0                        90.620     0.490  -0.475   0.000   0.026   0.061
  14  52 Si 0                        99.670     1.380   0.465   0.000  -0.045   0.022
  14  53 Si 0                       110.600     1.050   0.465   0.000  -0.045   0.022
  14  54 Si 0                       119.030     0.830   0.391   0.000  -0.029   0.039
  14  55 Si 0                       130.490     0.620   0.391   0.000  -0.041   0.035
  14  56 Si 0                       139.820     0.850   0.393   0.000  -0.050   0.011
  14  57 Si 0                       151.430     0.400   0.395   0.000  -0.056  -0.021
  14  58 Si 0                       160.540     0.000   0.371   0.000  -0.030  -0.050
  14  59 Si 0                       171.580    -1.380   0.399   0.000  -0.045  -0.068
  14  60 Si 0                       181.880    -0.960   0.237   0.000   0.075  -0.047
  14  61 Si 0                       193.580    -2.000   0.285   0.000   0.038  -0.065
  14  62 Si 0                       203.190    -2.620   0.301   0.000  -0.006  -0.077
  14  63 Si 0                       215.290    -3.560   0.304   0.000  -0.029  -0.083
  14  64 Si 0                       222.950    -6.450  -0.256   0.000   0.153  -0.097
  14  65 Si 0                       239.850    -2.860   0.306   0.000  -0.113  -0.025
  14  66 Si 0                       250.970    -2.590   0.339   0.000  -0.109  -0.009
  14  67 Si 0                       264.190    -2.920   0.339   0.000  -0.109  -0.009
  14  68 Si 0                       275.670    -2.570   0.351   0.000  -0.107  -0.011
  15  23 P  0                        44.280    -1.070  -0.020  -0.025  -0.139   0.035
  15  24 P  1    34.020     0.500    33.410     1.430   0.108   0.000   0.141  -0.013
  15  25 P  1    20.190     0.400    18.970     1.450   0.117   0.000  -0.134  -0.039
  15  26 P  1    10.973     0.196    11.270     3.490   0.314   0.000  -0.045  -0.048
  15  27 P  2    -0.659     0.009     0.230     3.410   0.317   0.000  -0.068  -0.054
  15  28 P  2    -7.148     0.001    -6.560     3.350   0.218   0.000  -0.034   0.021
  15  29 P  2   -16.953     0.000   -14.490     3.450  -0.331   0.000   0.110   0.002
  15  30 P  2   -20.201     0.000   -18.250     2.870  -0.125   0.000  -0.007  -0.027
  15  31 P  2   -24.441     0.000   -23.060     2.700  -0.218   0.000  -0.014   0.042
  15  32 P  2   -24.305     0.000   -22.260     3.710  -0.198   0.000  -0.041   0.019
  15  33 P  2   -26.337     0.001   -24.660     3.080  -0.124   0.000  -0.041  -0.032
  15  34 P  2   -24.549     0.001   -23.040     3.270  -0.063   0.000  -0.010   0.001
  15  35 P  2   -24.858     0.002   -23.520     2.950   0.000   0.000   0.000   0.000
  15  36 P  2   -20.251     0.013   -20.270     3.340  -0.063   0.000   0.013  -0.010
  15  37 P  2   -18.996     0.038   -19.050     3.320   0.118   0.000   0.018  -0.018
  15  38 P  2   -14.622     0.073   -14.700     3.560   0.194   0.000   0.038   0.006
  15  39 P  2   -12.775     0.113   -12.850     2.950   0.227   0.000   0.034  -0.026
  15  40 P  2    -8.139     0.084    -8.000     2.600   0.229   0.000  -0.004  -0.013
  15  41 P  2    -4.980     0.120    -5.110     1.940   0.241   0.000  -0.043   0.018
  15  42 P  2     1.092     0.095     0.930     1.810   0.173   0.000  -0.026   0.005
  15  43 P  1     5.040     0.300     4.510     0.880  -0.271   0.000   0.129  -0.027
  15  44 P  1    11.110     0.400    11.240     0.590  -0.273   0.000   0.077   0.032
  15  45 P  1    15.960     0.500    16.740     0.720  -0.235   0.000   0.047   0.040
  15  46 P  1    22.840     0.500    24.560     0.750  -0.276   0.000   0.032   0.042
  15  47 P  1    28.810     0.600    30.820     0.880  -0.277   0.000   0.010   0.048
  15  48 P  0                        39.360     0.940  -0.278   0.000  -0.001   0.051
  15  49 P  0                        46.210     0.970  -0.299   0.000  -0.007   0.053
  15  50 P  0                        55.390     1.040  -0.368   0.000   0.000   0.054
  15  51 P  0                        63.080     1.290  -0.368   0.000   0.012   0.059
  15  52 P  0                        72.700     1.250  -0.368   0.000   0.012   0.059
  15  53 P  0                        80.940     1.490  -0.213   0.000  -0.096  -0.030
  15  54 P  0                        91.200     1.570   0.379   0.000  -0.032   0.040
  15  55 P  0                        99.530     1.390   0.379   0.000  -0.032   0.040
  15  56 P  0                       110.050     1.260   0.380   0.000  -0.042   0.025
  15  57 P  0                       119.470     1.710   0.344   0.000  -0.024   0.025
  15  58 P  0                       130.160     1.330   0.239   0.000   0.058   0.021
  15  59 P  0                       139.520     1.280   0.238   0.000   0.046  -0.002
  15  60 P  0                       150.250     0.560   0.238   0.000   0.047  -0.012
